source;APs;original NL;original LTL;Spot LTL;lifted_LTL
navi.jsonl;"['""drop(pear)""', '""journey_by(flag)""']";when drop pear , whenever journey_by flag;"""drop(pear)"" -> F ( ""journey_by(flag)"" )";"""drop(pear)"" -> F""journey_by(flag)""";ap_0 -> Fap_1
navi.jsonl;"['""get_close(flag)""', '""pick_up(flag)""']";when possible get_close flag until pick_up flag;"F ( ""get_close(flag)"" ) U ""pick_up(flag)""";"F""get_close(flag)"" U ""pick_up(flag)""";Fap_0 U ap_1
navi.jsonl;"['""travel_to(trash_can)""', '""visit(tree)""']";at any time travel_to trash can or visit tree;"F ( ""travel_to(trash_can)"" ) | ""visit(tree)""";"""visit(tree)"" | F""travel_to(trash_can)""";ap_1 | Fap_0
navi.jsonl;"['""make_way_for(tree)""', '""grasp(pear)""']";at some time make_way_for tree or at any time grasp pear;"F ( ""make_way_for(tree)"" ) | F ( ""grasp(pear)"" )";"F""make_way_for(tree)"" | F""grasp(pear)""";Fap_0 | Fap_1
navi.jsonl;"['""have_in(orange)""', '""come_to(tree)""']";always have_in orange or come_to tree;"G ( ""have_in(orange)"" ) | ""come_to(tree)""";"""come_to(tree)"" | G""have_in(orange)""";ap_1 | Gap_0
navi.jsonl;"['""withold(apple)""', '""go_to(trash_can)""']";if when possible go_to trash can , when possible withold apple;"F ( ""go_to(trash_can)"" ) -> F ( ""withold(apple)"" )";"F""go_to(trash_can)"" -> F""withold(apple)""";Fap_1 -> Fap_0
navi.jsonl;"['""make_to(flag)""', '""come_to(tree)""']";at any time make_to flag until come_to tree;"F ( ""make_to(flag)"" ) U ""come_to(tree)""";"F""make_to(flag)"" U ""come_to(tree)""";Fap_0 U ap_1
navi.jsonl;"['""drop(orange)""', '""journey_by(house)""']";drop orange and at any time journey_by house;"""drop(orange)"" & F ( ""journey_by(house)"" )";"""drop(orange)"" & F""journey_by(house)""";ap_0 & Fap_1
navi.jsonl;"['""venture_to(flag)""', '""put_in(apple_bucket)""']";put_in apple bucket and at any time venture_to flag;"""put_in(apple_bucket)"" & F ( ""venture_to(flag)"" )";"""put_in(apple_bucket)"" & F""venture_to(flag)""";ap_1 & Fap_0
navi.jsonl;"['""visit(tree)""', '""pick_up(apple)""']";visit tree or at any time pick_up apple;"""visit(tree)"" | F ( ""pick_up(apple)"" )";"""visit(tree)"" | F""pick_up(apple)""";ap_0 | Fap_1
navi.jsonl;"['""get_hold(orange)""', '""touch(house)""']";whenever get_hold orange or whenever touch house;"F ( ""get_hold(orange)"" ) | F ( ""touch(house)"" )";"F""get_hold(orange)"" | F""touch(house)""";Fap_0 | Fap_1
navi.jsonl;"['""get_hold(orange)""', '""acquire(orange)""']";whenever get_hold orange until acquire orange;"F ( ""get_hold(orange)"" ) U ""acquire(orange)""";"F""get_hold(orange)"" U ""acquire(orange)""";Fap_0 U ap_1
navi.jsonl;"['""go_by(waste_basket)""', '""present_at(flag)""']";at some time go_by waste basket or whenever present_at flag;"F ( ""go_by(waste_basket)"" ) | F ( ""present_at(flag)"" )";"F""go_by(waste_basket)"" | F""present_at(flag)""";Fap_0 | Fap_1
navi.jsonl;"['""reach(flag)""', '""go_by(waste_basket)""']";when possible go_by waste basket or at some time reach flag;"F ( ""go_by(waste_basket)"" ) | F ( ""reach(flag)"" )";"F""go_by(waste_basket)"" | F""reach(flag)""";Fap_1 | Fap_0
navi.jsonl;"['""going_to(house)""', '""go_to(flag)""']";whenever going_to house or whenever go_to flag;"F ( ""going_to(house)"" ) | F ( ""go_to(flag)"" )";"F""going_to(house)"" | F""go_to(flag)""";Fap_0 | Fap_1
navi.jsonl;"['""let_go(orange)""', '""touch(flag)""']";always touch flag or never let_go orange;"G ( ""touch(flag)"" ) | G ( ! ( ""let_go(orange)"" ) )";"G""touch(flag)"" | G!""let_go(orange)""";Gap_1 | G!ap_0
navi.jsonl;"['""move_to(trashcan)""', '""make_way(waste_basket)""']";when possible make_way waste basket or move_to trashcan;"F ( ""make_way(waste_basket)"" ) | ""move_to(trashcan)""";"""move_to(trashcan)"" | F""make_way(waste_basket)""";ap_0 | Fap_1
navi.jsonl;"['""let_go(orange)""', '""snag(orange)""']";do not let_go orange until at any time snag orange;"! ( ""let_go(orange)"" ) U F ( ""snag(orange)"" )";"!""let_go(orange)"" U F""snag(orange)""";!ap_0 U Fap_1
navi.jsonl;"['""keep(apple)""', '""grip(apple)""']";grip apple and keep apple;"""grip(apple)"" & ""keep(apple)""";"""grip(apple)"" & ""keep(apple)""";ap_1 & ap_0
navi.jsonl;"['""reach(trash_can)""', '""move_to(trash_can)""']";move_to trash can and reach trash can;"""move_to(trash_can)"" & ""reach(trash_can)""";"""move_to(trash_can)"" & ""reach(trash_can)""";ap_1 & ap_0
navi.jsonl;"['""lay_hold_of(apple)""', '""stop_by(house)""']";when possible lay_hold_of apple and at any time stop_by house;"F ( ""lay_hold_of(apple)"" ) & F ( ""stop_by(house)"" )";"F""lay_hold_of(apple)"" & F""stop_by(house)""";Fap_0 & Fap_1
navi.jsonl;"['""travel_to(trash_can)""', '""acquire(pear)""']";at any time travel_to trash can until when possible acquire pear;"F ( ""travel_to(trash_can)"" ) U F ( ""acquire(pear)"" )";"F""travel_to(trash_can)"" U F""acquire(pear)""";Fap_0 U Fap_1
navi.jsonl;"['""make_your_way(flag)""', '""go(home)""']";at any time make_your_way flag or at any time go home;"F ( ""make_your_way(flag)"" ) | F ( ""go(home)"" )";"F""make_your_way(flag)"" | F""go(home)""";Fap_0 | Fap_1
navi.jsonl;"['""gather(pear)""', '""move_to(flag)""']";whenever move_to flag or at any time gather pear;"F ( ""move_to(flag)"" ) | F ( ""gather(pear)"" )";"F""move_to(flag)"" | F""gather(pear)""";Fap_1 | Fap_0
navi.jsonl;"['""get_hold_of(orange)""', '""go_past(house)""']";at any time go_past house and at some time get_hold_of orange;"F ( ""go_past(house)"" ) & F ( ""get_hold_of(orange)"" )";"F""go_past(house)"" & F""get_hold_of(orange)""";Fap_1 & Fap_0
navi.jsonl;"['""go_to(home)""', '""move_to(flag)""']";when at any time go_to home , at some time move_to flag;"F ( ""go_to(home)"" ) -> F ( ""move_to(flag)"" )";"F""go_to(home)"" -> F""move_to(flag)""";Fap_0 -> Fap_1
navi.jsonl;"['""going_to(tree)""', '""stand_by(tree)""']";whenever stand_by tree and going_to tree;"F ( ""stand_by(tree)"" ) & ""going_to(tree)""";"""going_to(tree)"" & F""stand_by(tree)""";ap_0 & Fap_1
navi.jsonl;"['""move_to(flag)""', '""getting(pear)""']";whenever move_to flag and whenever getting pear;"F ( ""move_to(flag)"" ) & F ( ""getting(pear)"" )";"F""move_to(flag)"" & F""getting(pear)""";Fap_0 & Fap_1
navi.jsonl;"['""venture_to(house)""', '""withhold(apple)""']";at any time venture_to house until at any time withhold apple;"F ( ""venture_to(house)"" ) U F ( ""withhold(apple)"" )";"F""venture_to(house)"" U F""withhold(apple)""";Fap_0 U Fap_1
navi.jsonl;"['""secure(apple)""', '""present_at(flag)""']";secure apple or at some time present_at flag;"""secure(apple)"" | F ( ""present_at(flag)"" )";"""secure(apple)"" | F""present_at(flag)""";ap_0 | Fap_1
navi.jsonl;"['""have_in(orange)""', '""keep(apple)""']";forever have_in orange or keep apple;"G ( ""have_in(orange)"" ) | ""keep(apple)""";"""keep(apple)"" | G""have_in(orange)""";ap_1 | Gap_0
navi.jsonl;"['""venture(flag)""']";whenever venture flag and whenever venture flag;"F ( ""venture(flag)"" ) & F ( ""venture(flag)"" )";"F""venture(flag)""";Fap_0
navi.jsonl;"['""take(pear)""', '""acquire(orange)""']";acquire orange or take pear;"""acquire(orange)"" | ""take(pear)""";"""acquire(orange)"" | ""take(pear)""";ap_1 | ap_0
navi.jsonl;"['""venture_to(trash_can)""', '""travel_to(trash_can)""']";if at some time travel_to trash can , venture_to trash can;"F ( ""travel_to(trash_can)"" ) -> ""venture_to(trash_can)""";"F""travel_to(trash_can)"" -> ""venture_to(trash_can)""";Fap_1 -> ap_0
navi.jsonl;"['""pick_up(fruit)""', '""proceed_to(flag)""']";pick_up fruit or at any time proceed_to flag;"""pick_up(fruit)"" | F ( ""proceed_to(flag)"" )";"""pick_up(fruit)"" | F""proceed_to(flag)""";ap_0 | Fap_1
navi.jsonl;"['""bring(pear)""', '""go_by(waste_bin)""']";go_by waste bin until at any time bring pear;"""go_by(waste_bin)"" U F ( ""bring(pear)"" )";"""go_by(waste_bin)"" U F""bring(pear)""";ap_1 U Fap_0
navi.jsonl;"['""withhold(apple)""', '""secure(apple)""']";secure apple and whenever withhold apple;"""secure(apple)"" & F ( ""withhold(apple)"" )";"""secure(apple)"" & F""withhold(apple)""";ap_1 & Fap_0
navi.jsonl;"['""drop(apple)""', '""go_by(waste_basket)""']";at some time go_by waste basket or never drop apple;"F ( ""go_by(waste_basket)"" ) | G ( ! ( ""drop(apple)"" ) )";"F""go_by(waste_basket)"" | G!""drop(apple)""";Fap_1 | G!ap_0
navi.jsonl;"['""go_by(tree)""', '""get_close(tree)""']";at any time go_by tree and whenever get_close tree;"F ( ""go_by(tree)"" ) & F ( ""get_close(tree)"" )";"F""go_by(tree)"" & F""get_close(tree)""";Fap_0 & Fap_1
navi.jsonl;"['""grab(tree)""', '""keep(apple)""']";keep apple and repeatedly grab tree;"""keep(apple)"" & G ( F ( ""grab(tree)"" ) )";"""keep(apple)"" & GF""grab(tree)""";ap_1 & GFap_0
navi.jsonl;"['""pick_up(flag)""', '""go_to(trash_receptacle)""']";at any time go_to trash receptacle or pick_up flag;"F ( ""go_to(trash_receptacle)"" ) | ""pick_up(flag)""";"""pick_up(flag)"" | F""go_to(trash_receptacle)""";ap_0 | Fap_1
navi.jsonl;"['""scoop_up(pear)""', '""touch(tree)""']";when when possible scoop_up pear , whenever touch tree;"F ( ""scoop_up(pear)"" ) -> F ( ""touch(tree)"" )";"F""scoop_up(pear)"" -> F""touch(tree)""";Fap_0 -> Fap_1
navi.jsonl;"['""journey_to(flag)""', '""haul(pear)""']";when possible journey_to flag and at some time haul pear;"F ( ""journey_to(flag)"" ) & F ( ""haul(pear)"" )";"F""journey_to(flag)"" & F""haul(pear)""";Fap_0 & Fap_1
navi.jsonl;"['""make_to(flag)""', '""track_towards(tree)""']";at some time make_to flag or when possible track_towards tree;"F ( ""make_to(flag)"" ) | F ( ""track_towards(tree)"" )";"F""make_to(flag)"" | F""track_towards(tree)""";Fap_0 | Fap_1
navi.jsonl;"['""venture_towards(house)""', '""present_at(flag)""']";at some time present_at flag until venture_towards house;"F ( ""present_at(flag)"" ) U ""venture_towards(house)""";"F""present_at(flag)"" U ""venture_towards(house)""";Fap_1 U ap_0
navi.jsonl;"['""journey_by(house)""', '""travel_to(flag)""']";when possible journey_by house means that at some time travel_to flag;"F ( ""journey_by(house)"" ) -> F ( ""travel_to(flag)"" )";"F""journey_by(house)"" -> F""travel_to(flag)""";Fap_0 -> Fap_1
navi.jsonl;"['""go_to(house)""', '""move_to(trash_can)""']";when move_to trash can , when possible go_to house;"""move_to(trash_can)"" -> F ( ""go_to(house)"" )";"""move_to(trash_can)"" -> F""go_to(house)""";ap_1 -> Fap_0
navi.jsonl;"['""visit(tree)""', '""grab(orange)""']";visit tree or at some time grab orange;"""visit(tree)"" | F ( ""grab(orange)"" )";"""visit(tree)"" | F""grab(orange)""";ap_0 | Fap_1
navi.jsonl;"['""get_to(flag)""', '""go_near(house)""']";when possible go_near house and when possible get_to flag;"F ( ""go_near(house)"" ) & F ( ""get_to(flag)"" )";"F""go_near(house)"" & F""get_to(flag)""";Fap_1 & Fap_0
navi.jsonl;"['""lay_hold_of(apple)""', '""get_to(flag)""']";at some time get_to flag or when possible lay_hold_of apple;"F ( ""get_to(flag)"" ) | F ( ""lay_hold_of(apple)"" )";"F""get_to(flag)"" | F""lay_hold_of(apple)""";Fap_1 | Fap_0
navi.jsonl;"['""start_going_to(house)""', 'stay']";forever stay or at any time start_going_to house;"G ( ""stay"" ) | F ( ""start_going_to(house)"" )";"Gstay | F""start_going_to(house)""";Gap_1 | Fap_0
navi.jsonl;"['""go_by(flag)""', '""approach(house)""']";when possible approach house or when possible go_by flag;"F ( ""approach(house)"" ) | F ( ""go_by(flag)"" )";"F""approach(house)"" | F""go_by(flag)""";Fap_1 | Fap_0
navi.jsonl;"['""get_to(cup)""', '""withold(apple)""']";whenever withold apple or at any time get_to cup;"F ( ""withold(apple)"" ) | F ( ""get_to(cup)"" )";"F""withold(apple)"" | F""get_to(cup)""";Fap_1 | Fap_0
navi.jsonl;"['""scoop_up(pear)""', '""approach(tree)""']";at any time scoop_up pear and approach tree;"F ( ""scoop_up(pear)"" ) & ""approach(tree)""";"""approach(tree)"" & F""scoop_up(pear)""";ap_1 & Fap_0
navi.jsonl;"['""bring(pear)""', '""secure(apple)""']";secure apple and at some time bring pear;"""secure(apple)"" & F ( ""bring(pear)"" )";"""secure(apple)"" & F""bring(pear)""";ap_1 & Fap_0
navi.jsonl;"['""withhold(apple)""', '""present_at(flag)""']";whenever withhold apple or when possible present_at flag;"F ( ""withhold(apple)"" ) | F ( ""present_at(flag)"" )";"F""withhold(apple)"" | F""present_at(flag)""";Fap_0 | Fap_1
navi.jsonl;"['""approach(trash_can)""', '""drop(pear)""']";approach trash can until drop pear;"""approach(trash_can)"" U ""drop(pear)""";"""approach(trash_can)"" U ""drop(pear)""";ap_0 U ap_1
navi.jsonl;"['""haul(pear)""', '""make_contact_with(house)""']";whenever haul pear and at any time make_contact_with house;"F ( ""haul(pear)"" ) & F ( ""make_contact_with(house)"" )";"F""haul(pear)"" & F""make_contact_with(house)""";Fap_0 & Fap_1
navi.jsonl;"['""procure(apple)""', '""procure(orange)""']";procure apple or whenever procure orange;"""procure(apple)"" | F ( ""procure(orange)"" )";"""procure(apple)"" | F""procure(orange)""";ap_0 | Fap_1
navi.jsonl;"['""walk_near(flag)""', '""go_to(house)""']";at any time go_to house or when possible walk_near flag;"F ( ""go_to(house)"" ) | F ( ""walk_near(flag)"" )";"F""go_to(house)"" | F""walk_near(flag)""";Fap_1 | Fap_0
navi.jsonl;"['""haul(pear)""', '""pick_up(orange)""']";pick_up orange or at some time haul pear;"""pick_up(orange)"" | F ( ""haul(pear)"" )";"""pick_up(orange)"" | F""haul(pear)""";ap_1 | Fap_0
navi.jsonl;"['""haul(pear)""', '""pass_by(trash_bin)""']";when possible haul pear and whenever pass_by trash bin;"F ( ""haul(pear)"" ) & F ( ""pass_by(trash_bin)"" )";"F""haul(pear)"" & F""pass_by(trash_bin)""";Fap_0 & Fap_1
navi.jsonl;"['""drop(pear)""', '""keep(apple)""']";drop pear until keep apple;"""drop(pear)"" U ""keep(apple)""";"""drop(pear)"" U ""keep(apple)""";ap_0 U ap_1
navi.jsonl;"['""take_possession_of(bear)""', '""pick_up(pear)""']";whenever take_possession_of bear means that pick_up pear;"F ( ""take_possession_of(bear)"" ) -> ""pick_up(pear)""";"F""take_possession_of(bear)"" -> ""pick_up(pear)""";Fap_0 -> ap_1
navi.jsonl;"['""visit(tree)""', '""go_to(trash_can)""']";whenever go_to trash can or visit tree;"F ( ""go_to(trash_can)"" ) | ""visit(tree)""";"""visit(tree)"" | F""go_to(trash_can)""";ap_0 | Fap_1
navi.jsonl;"['""have_possession_of(apple)""', '""capture(orange)""']";at any time have_possession_of apple and capture orange;"F ( ""have_possession_of(apple)"" ) & ""capture(orange)""";"""capture(orange)"" & F""have_possession_of(apple)""";ap_1 & Fap_0
navi.jsonl;"['""go_to(tree)""', '""collect(pear)""']";collect pear and when possible go_to tree;"""collect(pear)"" & F ( ""go_to(tree)"" )";"""collect(pear)"" & F""go_to(tree)""";ap_1 & Fap_0
navi.jsonl;"['""let_go(apple)""', '""get(apple)""']";when possible let_go apple or at any time get apple;"F ( ""let_go(apple)"" ) | F ( ""get(apple)"" )";"F""let_go(apple)"" | F""get(apple)""";Fap_0 | Fap_1
navi.jsonl;"['""make_way(waste_basket)""', '""go_near(house)""']";at some time make_way waste basket or at some time go_near house;"F ( ""make_way(waste_basket)"" ) | F ( ""go_near(house)"" )";"F""make_way(waste_basket)"" | F""go_near(house)""";Fap_0 | Fap_1
navi.jsonl;"['""let_go(pear)""', 'moving']";always moving and don't let_go pear;"G ( ""moving"" ) & ! ( ""let_go(pear)"" )";"!""let_go(pear)"" & Gmoving";!ap_0 & Gap_1
navi.jsonl;"['""drop(apple)""', '""secure(apple)""']";never drop apple or secure apple;"G ( ! ( ""drop(apple)"" ) ) | ""secure(apple)""";"""secure(apple)"" | G!""drop(apple)""";ap_1 | G!ap_0
navi.jsonl;"['""set_out_to(house)""', '""touch(tree)""']";at some time touch tree and when possible set_out_to house;"F ( ""touch(tree)"" ) & F ( ""set_out_to(house)"" )";"F""touch(tree)"" & F""set_out_to(house)""";Fap_1 & Fap_0
navi.jsonl;"['""start_going_to(house)""', '""withdraw(pear)""']";when possible withdraw pear and at some time start_going_to house;"F ( ""withdraw(pear)"" ) & F ( ""start_going_to(house)"" )";"F""withdraw(pear)"" & F""start_going_to(house)""";Fap_1 & Fap_0
navi.jsonl;"['""get_close(tree)""', '""travel_to(flag)""']";whenever get_close tree or when possible travel_to flag;"F ( ""get_close(tree)"" ) | F ( ""travel_to(flag)"" )";"F""get_close(tree)"" | F""travel_to(flag)""";Fap_0 | Fap_1
navi.jsonl;"['""go_by(waste_bin)""', '""secure(apple)""']";go_by waste bin or secure apple;"""go_by(waste_bin)"" | ""secure(apple)""";"""go_by(waste_bin)"" | ""secure(apple)""";ap_0 | ap_1
navi.jsonl;"['""take(apple)""', '""journey_to(house)""']";take apple means that at some time journey_to house;"""take(apple)"" -> F ( ""journey_to(house)"" )";"""take(apple)"" -> F""journey_to(house)""";ap_0 -> Fap_1
navi.jsonl;"['""visit(tree)""', '""visit(flag)""']";at some time visit flag or visit tree;"F ( ""visit(flag)"" ) | ""visit(tree)""";"""visit(tree)"" | F""visit(flag)""";ap_0 | Fap_1
navi.jsonl;"['""procure(apple)""', '""get_hold(orange)""']";when possible get_hold orange until procure apple;"F ( ""get_hold(orange)"" ) U ""procure(apple)""";"F""get_hold(orange)"" U ""procure(apple)""";Fap_1 U ap_0
navi.jsonl;"['""go_to(home)""', '""gather(orange)""']";when possible go_to home until gather orange;"F ( ""go_to(home)"" ) U ""gather(orange)""";"F""go_to(home)"" U ""gather(orange)""";Fap_0 U ap_1
navi.jsonl;"['""tax(apple)""', '""walk_near(flag)""']";when possible walk_near flag and whenever tax apple;"F ( ""walk_near(flag)"" ) & F ( ""tax(apple)"" )";"F""walk_near(flag)"" & F""tax(apple)""";Fap_1 & Fap_0
navi.jsonl;"['""get_close(flag)""', '""go_to(house)""']";whenever go_to house or at any time get_close flag;"F ( ""go_to(house)"" ) | F ( ""get_close(flag)"" )";"F""go_to(house)"" | F""get_close(flag)""";Fap_1 | Fap_0
navi.jsonl;"['""lay_hold_of(apple)""', '""got_to(house)""']";at some time got_to house or at some time lay_hold_of apple;"F ( ""got_to(house)"" ) | F ( ""lay_hold_of(apple)"" )";"F""got_to(house)"" | F""lay_hold_of(apple)""";Fap_1 | Fap_0
navi.jsonl;"['""move_forward(trash_can)""', '""let_go(apple)""']";whenever let_go apple or whenever move_forward trash can;"F ( ""let_go(apple)"" ) | F ( ""move_forward(trash_can)"" )";"F""let_go(apple)"" | F""move_forward(trash_can)""";Fap_1 | Fap_0
navi.jsonl;"['""venture_to(house)""', '""secure(apple)""']";secure apple and at any time venture_to house;"""secure(apple)"" & F ( ""venture_to(house)"" )";"""secure(apple)"" & F""venture_to(house)""";ap_1 & Fap_0
navi.jsonl;"['""get_hold(orange)""', '""visit(flag)""']";at any time get_hold orange or when possible visit flag;"F ( ""get_hold(orange)"" ) | F ( ""visit(flag)"" )";"F""get_hold(orange)"" | F""visit(flag)""";Fap_0 | Fap_1
navi.jsonl;"['""drop(orange)""', '""move_past(trash_can)""']";never drop orange and at some time move_past trash can;"G ( ! ( ""drop(orange)"" ) ) & F ( ""move_past(trash_can)"" )";"G!""drop(orange)"" & F""move_past(trash_can)""";G!ap_0 & Fap_1
navi.jsonl;"['""arrive_at(tree)""', 'walk']";walk or when possible arrive_at tree;"""walk"" | F ( ""arrive_at(tree)"" )";"walk | F""arrive_at(tree)""";ap_1 | Fap_0
navi.jsonl;"['""move_to(trashcan)""', '""drop(orange)""']";never drop orange or move_to trashcan;"G ( ! ( ""drop(orange)"" ) ) | ""move_to(trashcan)""";"""move_to(trashcan)"" | G!""drop(orange)""";ap_0 | G!ap_1
navi.jsonl;"['""gather(pear)""', '""hold_on_to(pear)""']";at some time gather pear or hold_on_to pear;"F ( ""gather(pear)"" ) | ""hold_on_to(pear)""";"""hold_on_to(pear)"" | F""gather(pear)""";ap_1 | Fap_0
navi.jsonl;"['""grab(tree)""', '""get_near(flag)""']";repeatedly grab tree or at some time get_near flag;"G ( F ( ""grab(tree)"" ) ) | F ( ""get_near(flag)"" )";"GF""grab(tree)"" | F""get_near(flag)""";GFap_0 | Fap_1
