NL;LTL;APs;lifted_lifted;source
Ensure that (prop_2) happens at some point, or else either (prop_1) does not happen, or (prop_3) happens.;!prop_1 | prop_3 | Fprop_2;['prop_1', 'prop_2', 'prop_3'];!prop | prop | Fprop;lifted_data_pureLTL.jsonl
Either for all time (prop_2), or else not (prop_1) or (prop_3) should be true .;!prop_1 | prop_3 | Gprop_2;['prop_1', 'prop_2', 'prop_3'];!prop | prop | Gprop;lifted_data_pureLTL.jsonl
Either (prop_2) or (prop_3) should happen, or else (prop_1) should not happen .;!prop_1 | prop_2 | prop_3;['prop_1', 'prop_2', 'prop_3'];!prop | prop | prop;lifted_data_pureLTL.jsonl
Either (prop_1) shouldn't happen, or else make sure any of the following happens: (prop_2), (prop_3) .;!prop_1 | prop_2 | prop_3;['prop_1', 'prop_2', 'prop_3'];!prop | prop | prop;lifted_data_pureLTL.jsonl
Do not do (prop_1), or you should do either (prop_3) or (prop_2) .;!prop_1 | prop_2 | prop_3;['prop_1', 'prop_2', 'prop_3'];!prop | prop | prop;lifted_data_pureLTL.jsonl
Either (prop_1) does not happen or else (prop_3) or (prop_2) happens .;!prop_1 | prop_2 | prop_3;['prop_1', 'prop_2', 'prop_3'];!prop | prop | prop;lifted_data_pureLTL.jsonl
Either (prop_2) or (prop_3) should happen, or else (prop_1) is not true .;!prop_1 | prop_2 | prop_3;['prop_1', 'prop_2', 'prop_3'];!prop | prop | prop;lifted_data_pureLTL.jsonl
Do either (prop_2), (prop_3), or don't do (prop_1) .;!prop_1 | prop_2 | prop_3;['prop_1', 'prop_2', 'prop_3'];!prop | prop | prop;lifted_data_pureLTL.jsonl
Either ( prop_3 ) or ( prop_2 ) happens , or else ( prop_1 ) does not happen .;!prop_1 | prop_2 | prop_3;['prop_1', 'prop_2', 'prop_3'];!prop | prop | prop;lifted_data_pureLTL.jsonl
You should not do (prop_1), or else do either (prop_3) or (prop_2) .;!prop_1 | prop_2 | prop_3;['prop_1', 'prop_2', 'prop_3'];!prop | prop | prop;lifted_data_pureLTL.jsonl
Do not let (prop_1) happen, or let either (prop_3) or (prop_2) happen.;!prop_1 | prop_2 | prop_3;['prop_1', 'prop_2', 'prop_3'];!prop | prop | prop;lifted_data_pureLTL.jsonl
You can either not do (prop_1) or you can do either (prop_2) or (prop_3) .;!prop_1 | prop_2 | prop_3;['prop_1', 'prop_2', 'prop_3'];!prop | prop | prop;lifted_data_pureLTL.jsonl
You should do either (prop_3) or (prop_2), or else you should not do (prop_1) .;!prop_1 | prop_2 | prop_3;['prop_1', 'prop_2', 'prop_3'];!prop | prop | prop;lifted_data_pureLTL.jsonl
Either ( prop_2 ) or ( prop_3 ) happens , or else ( prop_1 ) does not happen .;!prop_1 | prop_2 | prop_3;['prop_1', 'prop_2', 'prop_3'];!prop | prop | prop;lifted_data_pureLTL.jsonl
If you do not do (prop_2) and instead do (prop_3), then you should eventually do (prop_1) .;(!prop_2 & prop_3) -> Fprop_1;['prop_1', 'prop_2', 'prop_3'];(!prop & prop) -> Fprop;lifted_data_pureLTL.jsonl
If you do not (prop_2) and (prop_3), then you should always do (prop_1) .;(!prop_2 & prop_3) -> Gprop_1;['prop_1', 'prop_2', 'prop_3'];(!prop & prop) -> Gprop;lifted_data_pureLTL.jsonl
If ( prop_1 ) is not the case and ( prop_3 ) is the case then ( prop_2 ) has to be the case .;(!prop_1 & prop_3) -> prop_2;['prop_1', 'prop_2', 'prop_3'];(!prop & prop) -> prop;lifted_data_pureLTL.jsonl
If ( prop_2 ) does not happen and also ( prop_3 ) happens , then ( prop_1 ) .;(!prop_2 & prop_3) -> prop_1;['prop_1', 'prop_2', 'prop_3'];(!prop & prop) -> prop;lifted_data_pureLTL.jsonl
If it is not the case that ( prop_1 ) is detected and ( prop_2 ) is detected , then ( prop_3 ) should be detected .;(!prop_1 & prop_2) -> prop_3;['prop_1', 'prop_2', 'prop_3'];(!prop & prop) -> prop;lifted_data_pureLTL.jsonl
Always have (prop_3), is equivalent to the scenario in which both ( prop_1 ) does not happen and ( prop_2 ) happens .;(!prop_1 & prop_2) <-> Gprop_3;['prop_1', 'prop_2', 'prop_3'];(!prop & prop) <-> Gprop;lifted_data_pureLTL.jsonl
Either (prop_1) is false and (prop_2) is true, or make sure (prop_3) happens eventually .;(!prop_1 & prop_2) | Fprop_3;['prop_1', 'prop_2', 'prop_3'];(!prop & prop) | Fprop;lifted_data_pureLTL.jsonl
Always ensure that (prop_3) holds true, or make sure that (prop_1) does not happen while (prop_2) happens.;(!prop_1 & prop_2) | Gprop_3;['prop_1', 'prop_2', 'prop_3'];(!prop & prop) | Gprop;lifted_data_pureLTL.jsonl
At some point (prop_1) doesn't happen and (prop_3) does, or always (prop_2) .;(!prop_1 & prop_3) | Gprop_2;['prop_1', 'prop_2', 'prop_3'];(!prop & prop) | Gprop;lifted_data_pureLTL.jsonl
( prop_1 ) should not happen if ( prop_2 ) does not happen , and ( prop_3 ) should also be true all the time . ;(!prop_1 -> !prop_2) & Gprop_3;['prop_1', 'prop_2', 'prop_3'];(!prop -> !prop) & Gprop;lifted_data_pureLTL.jsonl
( prop_1 ) should not happen if ( prop_3 ) does not happen , and ( prop_2 ) should also be true all the time . ;(!prop_1 -> !prop_3) & Gprop_2;['prop_1', 'prop_2', 'prop_3'];(!prop -> !prop) & Gprop;lifted_data_pureLTL.jsonl
( prop_2 ) should not happen if ( prop_1 ) does not happen , and ( prop_3 ) should also be true all the time . ;(!prop_2 -> !prop_1) & Gprop_3;['prop_1', 'prop_2', 'prop_3'];(!prop -> !prop) & Gprop;lifted_data_pureLTL.jsonl
( prop_3 ) should not happen if ( prop_1 ) does not happen , and ( prop_2 ) should also be true all the time . ;(!prop_3 -> !prop_1) & Gprop_2;['prop_1', 'prop_2', 'prop_3'];(!prop -> !prop) & Gprop;lifted_data_pureLTL.jsonl
If you do not do (prop_3), then you should do (prop_1), and also make sure to do (prop_2) at some point .;(!prop_3 -> prop_1) & Fprop_2;['prop_1', 'prop_2', 'prop_3'];(!prop -> prop) & Fprop;lifted_data_pureLTL.jsonl
If (prop_3) does not happen, then (prop_2) should happen, and eventually, (prop_1) should also happen.;(!prop_3 -> prop_2) & Fprop_1;['prop_1', 'prop_2', 'prop_3'];(!prop -> prop) & Fprop;lifted_data_pureLTL.jsonl
If you do not do (prop_1), then you should do (prop_3), and also make sure to do (prop_2) at some point .;(!prop_1 -> prop_3) & Fprop_2;['prop_1', 'prop_2', 'prop_3'];(!prop -> prop) & Fprop;lifted_data_pureLTL.jsonl
( prop_1 ) happens if ( prop_2 ) does not happen , and ( prop_3 ) should also be true all the time . ;(!prop_1 -> prop_2) & Gprop_3;['prop_1', 'prop_2', 'prop_3'];(!prop -> prop) & Gprop;lifted_data_pureLTL.jsonl
( prop_2 ) happens if ( prop_1 ) does not happen , and ( prop_3 ) should also be true all the time . ;(!prop_2 -> prop_1) & Gprop_3;['prop_1', 'prop_2', 'prop_3'];(!prop -> prop) & Gprop;lifted_data_pureLTL.jsonl
( prop_1 ) happens if ( prop_3 ) does not happen , and ( prop_2 ) should also be true all the time . ;(!prop_1 -> prop_3) & Gprop_2;['prop_1', 'prop_2', 'prop_3'];(!prop -> prop) & Gprop;lifted_data_pureLTL.jsonl
If (prop_2) does not happen, then (prop_1) should happen, and then eventually (prop_3) will happen as well .;(!prop_2 -> prop_1) -> Fprop_3;['prop_1', 'prop_2', 'prop_3'];(!prop -> prop) -> Fprop;lifted_data_pureLTL.jsonl
If (prop_1) does not happen, then (prop_3) should happen, and then eventually (prop_2) will happen as well .;(!prop_1 -> prop_3) -> Fprop_2;['prop_1', 'prop_2', 'prop_3'];(!prop -> prop) -> Fprop;lifted_data_pureLTL.jsonl
If not (prop_3) happening implies that (prop_1) happens, then this scenario is equivalent to a point in the future where (prop_2) happens.;(!prop_3 -> prop_1) <-> Fprop_2;['prop_1', 'prop_2', 'prop_3'];(!prop -> prop) <-> Fprop;lifted_data_pureLTL.jsonl
For all time (prop_1) happens is equivalent to the scenario in which if (prop_2) is not true, then (prop_3) is true .;(!prop_2 -> prop_3) <-> Gprop_1;['prop_1', 'prop_2', 'prop_3'];(!prop -> prop) <-> Gprop;lifted_data_pureLTL.jsonl
The scenario that ( prop_2 ) is not detected implies that ( prop_3 ) keeps happening until ( prop_1 ) .;(!prop_2 -> prop_3) U prop_1;['prop_1', 'prop_2', 'prop_3'];(!prop -> prop) U prop;lifted_data_pureLTL.jsonl
The scenario that ( prop_1 ) is not detected implies that ( prop_2 ) keeps happening until ( prop_3 ) .;(!prop_1 -> prop_2) U prop_3;['prop_1', 'prop_2', 'prop_3'];(!prop -> prop) U prop;lifted_data_pureLTL.jsonl
If not (prop_3), then (prop_4), otherwise while (prop_5), do (prop_1) or (prop_2).;(!prop_3 -> prop_4) | (prop_5 -> (prop_1 | prop_2));['prop_1', 'prop_2', 'prop_3', 'prop_4', 'prop_5'];(!prop -> prop) | (prop -> (prop | prop));lifted_data_pureLTL.jsonl
If not (prop_5), then (prop_3), otherwise while (prop_2), do (prop_4) or (prop_1).;(!prop_5 -> prop_3) | (prop_2 -> (prop_1 | prop_4));['prop_1', 'prop_2', 'prop_3', 'prop_4', 'prop_5'];(!prop -> prop) | (prop -> (prop | prop));lifted_data_pureLTL.jsonl
If not (prop_4), then (prop_2), otherwise while (prop_5), do (prop_3) or (prop_1).;(!prop_4 -> prop_2) | (prop_5 -> (prop_1 | prop_3));['prop_1', 'prop_2', 'prop_3', 'prop_4', 'prop_5'];(!prop -> prop) | (prop -> (prop | prop));lifted_data_pureLTL.jsonl
If not (prop_1), then (prop_4), otherwise while (prop_5), do (prop_2) or (prop_3).;(!prop_1 -> prop_4) | (prop_5 -> (prop_2 | prop_3));['prop_1', 'prop_2', 'prop_3', 'prop_4', 'prop_5'];(!prop -> prop) | (prop -> (prop | prop));lifted_data_pureLTL.jsonl
If not (prop_3), then (prop_5), otherwise while (prop_4), do (prop_2) or (prop_1).;(!prop_3 -> prop_5) | (prop_4 -> (prop_1 | prop_2));['prop_1', 'prop_2', 'prop_3', 'prop_4', 'prop_5'];(!prop -> prop) | (prop -> (prop | prop));lifted_data_pureLTL.jsonl
If not (prop_2), then (prop_1), or else finally (prop_3) .;(!prop_2 -> prop_1) | Fprop_3;['prop_1', 'prop_2', 'prop_3'];(!prop -> prop) | Fprop;lifted_data_pureLTL.jsonl
Either ensure that (prop_2) happens eventually, or if (prop_3) does not happen, then make sure (prop_1) happens.;(!prop_3 -> prop_1) | Fprop_2;['prop_1', 'prop_2', 'prop_3'];(!prop -> prop) | Fprop;lifted_data_pureLTL.jsonl
If not (prop_3), then (prop_1), or else finally (prop_2) .;(!prop_3 -> prop_1) | Fprop_2;['prop_1', 'prop_2', 'prop_3'];(!prop -> prop) | Fprop;lifted_data_pureLTL.jsonl
The case where ( prop_1 ) does not happen should be equivalent to the case where ( prop_3 ) happens, and at some point in the future, ( prop_2 ) should occur.;(!prop_1 <-> prop_3) & Fprop_2;['prop_1', 'prop_2', 'prop_3'];(!prop <-> prop) & Fprop;lifted_data_pureLTL.jsonl
Always (prop_3), and at the same time, negation (prop_1) is equivalent to (prop_2) .;(!prop_1 <-> prop_2) & Gprop_3;['prop_1', 'prop_2', 'prop_3'];(!prop <-> prop) & Gprop;lifted_data_pureLTL.jsonl
If the scenario in which ( prop_1 ) does not happen is equivalent to the scenario in which ( prop_3 ) happens, then eventually ( prop_2 ) should happen.;(!prop_1 <-> prop_3) -> Fprop_2;['prop_1', 'prop_2', 'prop_3'];(!prop <-> prop) -> Fprop;lifted_data_pureLTL.jsonl
If ( prop_1 ) does not happen is equivalent to ( prop_2 ) , then ( prop_3 ) .;(!prop_1 <-> prop_2) -> prop_3;['prop_1', 'prop_2', 'prop_3'];(!prop <-> prop) -> prop;lifted_data_pureLTL.jsonl
( prop_1 ) is not true is equivalent to ( prop_3 ) is true, and then implies ( prop_2 ) should be true .;(!prop_1 <-> prop_3) -> prop_2;['prop_1', 'prop_2', 'prop_3'];(!prop <-> prop) -> prop;lifted_data_pureLTL.jsonl
The scenario that ( prop_1 ) should not happen and ( prop_2 ) should happen are equivalent, until that ( prop_3 ) happens .;(!prop_1 <-> prop_2) U prop_3;['prop_1', 'prop_2', 'prop_3'];(!prop <-> prop) U prop;lifted_data_pureLTL.jsonl
The case that ( prop_2 ) is not ture is equivalent to ( prop_3 ) is ture , which should be detected until ( prop_1 ) is true .;(!prop_2 <-> prop_3) U prop_1;['prop_1', 'prop_2', 'prop_3'];(!prop <-> prop) U prop;lifted_data_pureLTL.jsonl
It is the case that ( prop_2 ) is not true if and only if ( prop_3 ) is true, and this condition will hold until eventually ( prop_1 ) is true .;(!prop_2 <-> prop_3) U prop_1;['prop_1', 'prop_2', 'prop_3'];(!prop <-> prop) U prop;lifted_data_pureLTL.jsonl
It should be the case that either not (prop_1) is equivalent to (prop_2) , or else (prop_3) finally happens .;(!prop_1 <-> prop_2) | Fprop_3;['prop_1', 'prop_2', 'prop_3'];(!prop <-> prop) | Fprop;lifted_data_pureLTL.jsonl
Always make sure that ( prop_2 ) happens, or else it is true that ( prop_1 ) not happening is equivalent to ( prop_3 ) happening.;(!prop_1 <-> prop_3) | Gprop_2;['prop_1', 'prop_2', 'prop_3'];(!prop <-> prop) | Gprop;lifted_data_pureLTL.jsonl
Either for all time (prop_1) is true, or the scenario in which (prop_2) is false is equivalent to the scenario in which (prop_3) is true .;(!prop_2 <-> prop_3) | Gprop_1;['prop_1', 'prop_2', 'prop_3'];(!prop <-> prop) | Gprop;lifted_data_pureLTL.jsonl
Either for all time (prop_2) is true, or the scenario in which (prop_1) is false is equivalent to the scenario in which (prop_3) is true .;(!prop_1 <-> prop_3) | Gprop_2;['prop_1', 'prop_2', 'prop_3'];(!prop <-> prop) | Gprop;lifted_data_pureLTL.jsonl
If ( prop_3 ) does not happen until ( prop_2 ) is detected , then ( prop_1 ) .;(!prop_3 U prop_2) -> prop_1;['prop_1', 'prop_2', 'prop_3'];(!prop U prop) -> prop;lifted_data_pureLTL.jsonl
If ( prop_3 ) does not happen until ( prop_1 ) is detected , then ( prop_2 ) .;(!prop_3 U prop_1) -> prop_2;['prop_1', 'prop_2', 'prop_3'];(!prop U prop) -> prop;lifted_data_pureLTL.jsonl
You should always do (prop_1), and either you don't do (prop_2) or you do (prop_3) .;(!prop_2 | prop_3) & Gprop_1;['prop_1', 'prop_2', 'prop_3'];(!prop | prop) & Gprop;lifted_data_pureLTL.jsonl
If it is not the case that ( prop_2 ) or else ( prop_3 ) is detected then as a response ( prop_1 ) should be observed .;(!prop_2 | prop_3) -> prop_1;['prop_1', 'prop_2', 'prop_3'];(!prop | prop) -> prop;lifted_data_pureLTL.jsonl
The case where (prop_1) does not happen or (prop_3) happens is equivalent to the situation where eventually (prop_2) takes place.;(!prop_1 | prop_3) <-> Fprop_2;['prop_1', 'prop_2', 'prop_3'];(!prop | prop) <-> Fprop;lifted_data_pureLTL.jsonl
For all time (prop_3) is true, is equivalent to the scenario in which either not (prop_1) or (prop_2) happens .;(!prop_1 | prop_2) <-> Gprop_3;['prop_1', 'prop_2', 'prop_3'];(!prop | prop) <-> Gprop;lifted_data_pureLTL.jsonl
The scenario where ( prop_1 ) does not happen or ( prop_3 ) happens is equivalent to the scenario where ( prop_2 ) is always true.;(!prop_1 | prop_3) <-> Gprop_2;['prop_1', 'prop_2', 'prop_3'];(!prop | prop) <-> Gprop;lifted_data_pureLTL.jsonl
It is required that either the scenario where ( prop_1 ) is not detected or the scenario where ( prop_3 ) is detected , should happen and continue until the scenario where ( prop_2 ) .;(!prop_1 | prop_3) U prop_2;['prop_1', 'prop_2', 'prop_3'];(!prop | prop) U prop;lifted_data_pureLTL.jsonl
The scenario that ( prop_2 ) is not detected or ( prop_3 ) is detected , the above state will keep happening until ( prop_1 ) happens .;(!prop_2 | prop_3) U prop_1;['prop_1', 'prop_2', 'prop_3'];(!prop | prop) U prop;lifted_data_pureLTL.jsonl
If ( prop_1 ) and ( prop_4 ), then ( prop_5 ) until ( prop_2 ) does not happen , and ( prop_3 ) until ( prop_6 ) does not happen .;((prop_1 & prop_4) -> (prop_5 U !prop_2)) & (prop_3 U !prop_6);['prop_1', 'prop_2', 'prop_3', 'prop_4', 'prop_5', 'prop_6'];((prop & prop) -> (prop U !prop)) & (prop U !prop);lifted_data_pureLTL.jsonl
If ( prop_5 ) and ( prop_3 ), then ( prop_1 ) until ( prop_2 ) does not happen , and ( prop_6 ) until ( prop_4 ) does not happen .;((prop_3 & prop_5) -> (prop_1 U !prop_2)) & (prop_6 U !prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4', 'prop_5', 'prop_6'];((prop & prop) -> (prop U !prop)) & (prop U !prop);lifted_data_pureLTL.jsonl
If ( prop_5 ) and ( prop_3 ), then ( prop_6 ) until ( prop_4 ) does not happen , and ( prop_1 ) until ( prop_2 ) does not happen .;((prop_3 & prop_5) -> (prop_6 U !prop_4)) & (prop_1 U !prop_2);['prop_1', 'prop_2', 'prop_3', 'prop_4', 'prop_5', 'prop_6'];((prop & prop) -> (prop U !prop)) & (prop U !prop);lifted_data_pureLTL.jsonl
If ( prop_1 ) and ( prop_2 ), then ( prop_5 ) until ( prop_6 ) does not happen , and ( prop_4 ) until ( prop_3 ) does not happen .;((prop_1 & prop_2) -> (prop_5 U !prop_6)) & (prop_4 U !prop_3);['prop_1', 'prop_2', 'prop_3', 'prop_4', 'prop_5', 'prop_6'];((prop & prop) -> (prop U !prop)) & (prop U !prop);lifted_data_pureLTL.jsonl
If ( prop_1 ) and ( prop_6 ), then ( prop_2 ) until ( prop_4 ) does not happen , and ( prop_3 ) until ( prop_5 ) does not happen .;((prop_1 & prop_6) -> (prop_2 U !prop_4)) & (prop_3 U !prop_5);['prop_1', 'prop_2', 'prop_3', 'prop_4', 'prop_5', 'prop_6'];((prop & prop) -> (prop U !prop)) & (prop U !prop);lifted_data_pureLTL.jsonl
If ( prop_2 ) and ( prop_6 ), then ( prop_4 ) until ( prop_5 ) happens , and ( prop_1 ) until ( prop_3 ) does not happen .;((prop_2 & prop_6) -> (prop_4 U prop_5)) & (prop_1 U !prop_3);['prop_1', 'prop_2', 'prop_3', 'prop_4', 'prop_5', 'prop_6'];((prop & prop) -> (prop U prop)) & (prop U !prop);lifted_data_pureLTL.jsonl
If ( prop_2 ) and ( prop_5 ), then ( prop_3 ) until ( prop_6 ) happens , and ( prop_1 ) until ( prop_4 ) does not happen .;((prop_2 & prop_5) -> (prop_3 U prop_6)) & (prop_1 U !prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4', 'prop_5', 'prop_6'];((prop & prop) -> (prop U prop)) & (prop U !prop);lifted_data_pureLTL.jsonl
If ( prop_6 ) and ( prop_5 ), then ( prop_1 ) until ( prop_3 ) happens , and ( prop_4 ) until ( prop_2 ) does not happen .;((prop_5 & prop_6) -> (prop_1 U prop_3)) & (prop_4 U !prop_2);['prop_1', 'prop_2', 'prop_3', 'prop_4', 'prop_5', 'prop_6'];((prop & prop) -> (prop U prop)) & (prop U !prop);lifted_data_pureLTL.jsonl
If ( prop_1 ) and ( prop_2 ), then ( prop_6 ) until ( prop_5 ) happens , and ( prop_4 ) until ( prop_3 ) does not happen .;((prop_1 & prop_2) -> (prop_6 U prop_5)) & (prop_4 U !prop_3);['prop_1', 'prop_2', 'prop_3', 'prop_4', 'prop_5', 'prop_6'];((prop & prop) -> (prop U prop)) & (prop U !prop);lifted_data_pureLTL.jsonl
If ( prop_3 ) and ( prop_5 ), then ( prop_6 ) until ( prop_1 ) happens , and ( prop_4 ) until ( prop_2 ) does not happen .;((prop_3 & prop_5) -> (prop_6 U prop_1)) & (prop_4 U !prop_2);['prop_1', 'prop_2', 'prop_3', 'prop_4', 'prop_5', 'prop_6'];((prop & prop) -> (prop U prop)) & (prop U !prop);lifted_data_pureLTL.jsonl
If it is the case that whenever ( prop_4 ) and ( prop_1 ) then ( prop_2 ) , then ( prop_3 ) .;((prop_1 & prop_4) -> prop_2) -> prop_3;['prop_1', 'prop_2', 'prop_3', 'prop_4'];((prop & prop) -> prop) -> prop;lifted_data_pureLTL.jsonl
If it is the case that whenever ( prop_2 ) and ( prop_3 ) then ( prop_4 ) , then ( prop_1 ) .;((prop_2 & prop_3) -> prop_4) -> prop_1;['prop_1', 'prop_2', 'prop_3', 'prop_4'];((prop & prop) -> prop) -> prop;lifted_data_pureLTL.jsonl
If at some point ( prop_4 ) and ( prop_1 ) is detected and this scenario continues until ( prop_3 ) is detected , then ( prop_2 ) .;((prop_1 & prop_4) U prop_3) -> prop_2;['prop_1', 'prop_2', 'prop_3', 'prop_4'];((prop & prop) U prop) -> prop;lifted_data_pureLTL.jsonl
If at some point ( prop_2 ) and ( prop_4 ) happens and continues to happen until ( prop_3 ) is detected , then ( prop_1 ) .;((prop_2 & prop_4) U prop_3) -> prop_1;['prop_1', 'prop_2', 'prop_3', 'prop_4'];((prop & prop) U prop) -> prop;lifted_data_pureLTL.jsonl
If at some point ( prop_2 ) and ( prop_3 ) happens and continues to happen until ( prop_4 ) is detected , then ( prop_1 ) .;((prop_2 & prop_3) U prop_4) -> prop_1;['prop_1', 'prop_2', 'prop_3', 'prop_4'];((prop & prop) U prop) -> prop;lifted_data_pureLTL.jsonl
If at some point ( prop_2 ) and ( prop_1 ) is detected and this scenario continues until ( prop_3 ) is detected , then ( prop_4 ) .;((prop_1 & prop_2) U prop_3) -> prop_4;['prop_1', 'prop_2', 'prop_3', 'prop_4'];((prop & prop) U prop) -> prop;lifted_data_pureLTL.jsonl
If it is the case that if ( prop_2 ) then ( prop_3 ) then ( prop_4 ) , then ( prop_1 ) .;((prop_2 -> prop_3) -> prop_4) -> prop_1;['prop_1', 'prop_2', 'prop_3', 'prop_4'];((prop -> prop) -> prop) -> prop;lifted_data_pureLTL.jsonl
If ( prop_4 ) would imply ( prop_3 ) then this would further imply ( prop_2 ) , then it would have to be the case that ( prop_1 ) .;((prop_4 -> prop_3) -> prop_2) -> prop_1;['prop_1', 'prop_2', 'prop_3', 'prop_4'];((prop -> prop) -> prop) -> prop;lifted_data_pureLTL.jsonl
