NL;LTL;APs;lifted_lifted;source
after a semaphore is yellow, it is always true that either the brake is pressed or the elevator is blocked;G(semaphore_is_yellow -> G(brake_is_pressed | elevator_is_blocked));['brake_is_pressed', 'semaphore_is_yellow', 'elevator_is_blocked'];G(prop -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time the semaphore is yellow then all the time either the car enters or the train has arrived;G(semaphore_is_yellow -> G(car_enters | train_has_arrived));['car_enters', 'semaphore_is_yellow', 'train_has_arrived'];G(prop -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
it is always true that a semaphore is green or the house collapses after a semaphore is yellow;G(semaphore_is_yellow -> G(house_collapses | semaphore_is_green));['house_collapses', 'semaphore_is_yellow', 'semaphore_is_green'];G(prop -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
if the semaphore is yellow then it is always the case that either a constructor creates instances or a house is built;G(semaphore_is_yellow -> G(constructor_creates_instances | house_is_built));['house_is_built', 'constructor_creates_instances', 'semaphore_is_yellow'];G(prop -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
eternally, either a bridge closes, the elevator falls or the brake is pressed;G(brake_is_pressed | bridge_closes | elevator_falls);['brake_is_pressed', 'elevator_falls', 'bridge_closes'];G(prop | prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
all the time the house collapses or the escalator is blocked or a train derails;G(escalator_is_blocked | house_collapses | train_derails);['train_derails', 'house_collapses', 'escalator_is_blocked'];G(prop | prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
forever, either a motorbike catches fire, the engine breaks or the table is old;G(engine_breaks | motorbike_catches_fire | table_is_old);['table_is_old', 'motorbike_catches_fire', 'engine_breaks'];G(prop | prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
it is always true that the engine stops or a car starts or a manager collect claims;G(car_starts | engine_stops | manager_collect_claims);['car_starts', 'manager_collect_claims', 'engine_stops'];G(prop | prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
all the time either the motorbike is driven, the house is open or the motorbike has started;G(house_is_open | motorbike_has_started | motorbike_is_driven);['house_is_open', 'motorbike_is_driven', 'motorbike_has_started'];G(prop | prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
always, either a house is open, the elevator rises or the brake is pressed;G(brake_is_pressed | elevator_rises | house_is_open);['brake_is_pressed', 'house_is_open', 'elevator_rises'];G(prop | prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
eternally, either the escalator moves, the manager collect claims or the constructor creates instances;G(constructor_creates_instances | escalator_moves | manager_collect_claims);['manager_collect_claims', 'constructor_creates_instances', 'escalator_moves'];G(prop | prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
forever, an elevator is blocked or the semaphore is yellow or the engine stops;G(elevator_is_blocked | engine_stops | semaphore_is_yellow);['semaphore_is_yellow', 'elevator_is_blocked', 'engine_stops'];G(prop | prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
it is always the case that a motorbike is driven or the elevator rises or the elevator is open;G(elevator_is_open | elevator_rises | motorbike_is_driven);['motorbike_is_driven', 'elevator_rises', 'elevator_is_open'];G(prop | prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
at any time either a motorbike has stopped, the elevator is blocked or a semaphore is broken;G(elevator_is_blocked | motorbike_has_stopped | semaphore_is_broken);['semaphore_is_broken', 'motorbike_has_stopped', 'elevator_is_blocked'];G(prop | prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
it is always true that the train is crossing or a bridge closes or the motorbike catches fire;G(bridge_closes | motorbike_catches_fire | train_is_crossing);['train_is_crossing', 'motorbike_catches_fire', 'bridge_closes'];G(prop | prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
always, the sensor gathers information or the elevator is open or the motorbike has started;G(elevator_is_open | motorbike_has_started | sensor_gathers_information);['sensor_gathers_information', 'motorbike_has_started', 'elevator_is_open'];G(prop | prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
always, either a constructor creates instances or the manager handles requests;G(constructor_creates_instances | manager_handles_requests);['constructor_creates_instances', 'manager_handles_requests'];G(prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
eternally, a manager handles requests or the motorbike is driven;G(manager_handles_requests | motorbike_is_driven);['motorbike_is_driven', 'manager_handles_requests'];G(prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
it is always true that either the bar is down or the engine starts;G(bar_is_down | engine_starts);['engine_starts', 'bar_is_down'];G(prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
at any time either the sensor retrieves data or a semaphore is green;G(semaphore_is_green | sensor_retrieves_data);['sensor_retrieves_data', 'semaphore_is_green'];G(prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
at any time a table is brown or a car enters;G(car_enters | table_is_brown);['table_is_brown', 'car_enters'];G(prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
it is always true that a semaphore is yellow or the house is open;G(house_is_open | semaphore_is_yellow);['house_is_open', 'semaphore_is_yellow'];G(prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
every time a table has been moved or a semaphore is green;G(semaphore_is_green | table_has_been_moved);['table_has_been_moved', 'semaphore_is_green'];G(prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
forever, either a motorbike has started or a semaphore is yellow;G(motorbike_has_started | semaphore_is_yellow);['semaphore_is_yellow', 'motorbike_has_started'];G(prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
it is always true that the escalator speeds up or the house is built;G(escalator_speeds_up | house_is_built);['escalator_speeds_up', 'house_is_built'];G(prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
all the time either the escalator is blocked or the bridge closes;G(bridge_closes | escalator_is_blocked);['bridge_closes', 'escalator_is_blocked'];G(prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
always, either a motorbike has stopped or a bridge closes;G(bridge_closes | motorbike_has_stopped);['bridge_closes', 'motorbike_has_stopped'];G(prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
eternally, either the elevator is open or the escalator is blocked;G(elevator_is_open | escalator_is_blocked);['elevator_is_open', 'escalator_is_blocked'];G(prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
at any time the elevator rises;Gelevator_rises;['elevator_rises'];Gprop;NL-to-LTL-Synthetic-Datasetprocessed_data
it is always true that the semaphore is broken;Gsemaphore_is_broken;['semaphore_is_broken'];Gprop;NL-to-LTL-Synthetic-Datasetprocessed_data
all the time the elevator is blocked;Gelevator_is_blocked;['elevator_is_blocked'];Gprop;NL-to-LTL-Synthetic-Datasetprocessed_data
in any case the bar is down;Gbar_is_down;['bar_is_down'];Gprop;NL-to-LTL-Synthetic-Datasetprocessed_data
at any time the brake is released;Gbrake_is_released;['brake_is_released'];Gprop;NL-to-LTL-Synthetic-Datasetprocessed_data
at any time a motorbike is driven;Gmotorbike_is_driven;['motorbike_is_driven'];Gprop;NL-to-LTL-Synthetic-Datasetprocessed_data
eternally, the bridge closes;Gbridge_closes;['bridge_closes'];Gprop;NL-to-LTL-Synthetic-Datasetprocessed_data
it is always true that the engine stops;Gengine_stops;['engine_stops'];Gprop;NL-to-LTL-Synthetic-Datasetprocessed_data
all the time a car enters;Gcar_enters;['car_enters'];Gprop;NL-to-LTL-Synthetic-Datasetprocessed_data
it is always true that the semaphore is red;Gsemaphore_is_red;['semaphore_is_red'];Gprop;NL-to-LTL-Synthetic-Datasetprocessed_data
every time the escalator speeds up;Gescalator_speeds_up;['escalator_speeds_up'];Gprop;NL-to-LTL-Synthetic-Datasetprocessed_data
all the time the sensor retrieves data;Gsensor_retrieves_data;['sensor_retrieves_data'];Gprop;NL-to-LTL-Synthetic-Datasetprocessed_data
